,Unnamed: 0,document,summary
709,709,diabetic my sister is diabetic since now she is not coping well with it i ve been to the nutrition do i with her and we have since change our diet at home just for her but it i still too have on her i want to help her maybe if i can get her a counselor or support group that understands her situation habits,where can i find information on counselors or support groups for diabetes 
710,710,daytona can daytona be prescribed for an almost year old male if so what dos he is labs he has tried several adhd medications in the past,what are dosage guidelines for daytrana 
711,711,i have exercise induced asthma would any of these non drug devises be suitable please,what nondrug devices are suitable for treating exercise induced asthma 
712,712,what can i use when i feel my bladder is sore when i urinate my bladder just burn and its awkward for me its the second time now what should i use or take please i need your help,what drugs are there to relieve burning bladder on urination 
713,713,nut tumor in spine my brother had a tumor in his cheek which was surgically removed he is still undergoing radiations after dissecting the tumor they noticed it had something to do with the chromosomes his tumor was rare last week they discovered very small tumors in his spine they concluded the cancer has evolved in his bones in they sa only cases of this cancer are known world e they ve given him months months ago he was just fine i i looking for any information that can help him,where can i get information and help for nut tumor in the spine 
714,714,hi all i am from india and really worried i have a months old baby girl i have read the article on lactose intolerance she is unable to digest any formula milk or any milk products when she was a new born i started giving her lactose a formula milk a little bit along with my milk she was fine with it but after weeks i switched her to another formula milk i nan pro which is for babies upto year she started drinking that along with my breast milk after weeks she started getting diarrhea and a severe one where she pooped at least times in one day therefore i consulted the doctor and the doctor immediately asked me to put her on breast milk only i i try that but she was hungry and crying therefore i gave her a little bit of formula milk aswell she was file with all the medicines however once the medicine stooped she again started getting diarrhea this continued on and off after a while the doctor asked me to stop the formula milk and start giving her zerolac soy milk along with breast feeding i i that and everything smothered however after months i asked my doctor if we can start giving her any type of milk apart from zerolac as i was concerned about her getting calcium in her body with having milk the doctor asked me to give her formula milk nan pro i i that but just after half an hour she suddenly started vomiting which continued till she had the milk in her stomach once that stopped she started getting diarrhea which continued till days she was put back on zerolac again and breast milk as she is now months old i thought of giving cereal to her but again she i not digest it and went through the same problem again i am unable to find the right doctor here in india where i live please help my daughter in this situation please let me know the detail may be an email address of any doctor with whom i can discuss my case please help us thanks for all your help regards i,where can i get help for my months old baby girl with lactose intolerance in india 
715,715,clinicaltrials gov question general information my is on i went to about my feet being asleep they put me on lyrics well i am worst now as of today my feet have been asleep now i am in alot of pain and its all the way to it knees i need some kind of help no insurance no money what can you find out for me please me at thank you,where can i get help for neuropathic foot pain 
716,716,i will love to try diet i need to lose weight,where can i get help with a weight loss diet 
717,717,dark spot i had a black spot on my skin face which was formed due to pimple by itching on it this was formed one year before and i dont use any creams for it or i have not ed any doctors for it but now want to remove it as soon as possible i am from hyderabad what to do,where can i get help with a facial dark spot in hyderabad 
718,718,phenomena shot when should this shot be taken at what span of years i i yrs old,when should you get a pneumonia vaccine 
719,719,bone growth i want to grow my bones so please help throw which medicine will i use full please help me please,which medicine will help to grow my bones 
720,720,dry mouth my doctor does not know of a medication that can be used in the mouth for dry mouth through research i think the medication is there i just can i find the of it for him to prescribe forme can you help me i i using the across the counter bitten but would like something that works a little better,are there any medicines for dry mouth 
721,721,shingles i am having symptoms of shingles no rash or blisters is it too late to get the vaccine i have had the chicken pox and take acyclovir on a as needed basis for blisters i get on my buttocks,i am having symptoms of shingles is it too late to get the vaccine 
722,722,hydrocortisone cream i would like to know what type of glycerin animal or vegetal glycerin is in the hydrocortisone cream for religion purpose our believes we can not eat or use anything that has pork in it thanks,what are the ingredients of  hydrocortisone cream 
723,723,crainosynstosis my year old daughter has this condition with the mitotic sagittal and bi coronal sutures prematurely fusing do you know if any syndrome deals with those three fusing together she also has flabby eyes i a flatter i er nose a blueish tint around her nose and the mitotic suture fat big toes deep lines on her hands shorter chubbier hands somewhat sucked eyes a butt dimple ruled out tethered spine and rule out a displaced anus i am in between genetics doctors thanks,what syndromes are associated with craniosynostosis 
724,724,physical activity should i continue my daily exercise program bike i ing occasional softball practice and dog walking now that i have had the foster virus flare up and have been treated by a do i se that the more muscle activity i perform the more sore and fatigued i get thank you much,should i exercise with zoster virus 
725,725,downs syndrome daughter had a stroke where is there a rehab that can treat with physical therapy from paralysis with my yr old daughter with downs we live in i would have to stay with her through out this ordeal as she would not understand otherwise we have run into this problem but there has to be a rehab dedicated to people with disabilities,where can i find facilities that offer physical therapy for special needs patients 
726,726,blocked ear drum got a head cold and now left ear drum has bean blocked for three weeks now taking amoxicillin rehydrate three times a day also apo mometasone spray once a day its bean five days now on medication and not any better,how long does it take for antibiotics to clear up a blocked ear 
727,727,brazilian with pod is a brazilian res ent in which has the pelizaeus merzbacher leukodystrophy we would like to know more new treatments new techniques since we know very little about the disease in brazil,what new treatments are available for pelizaeus merzbacher leukodystrophy 
728,728,physicians who specialize in androgen insensitivity hello i i looking for a physician i who specialize in androgen insensitivity i came across your site on the internet it has a i on the help wow cbi nom nih gov sites ga disorder androgen insensitivity syndrome but i wasn i able to find a link to any physicians who specialize in this after i clicked on the physician directory link any suggestions thanks in advance,how can i find physician s who specialize in androgen insensitivity 
729,729,tubal ligation looking for a doctor to perform tubal ligation i am a year old woman with children boys and girl i don i want anymore children i feel as though i have more then enough and don i want anymore i do not want to depend on other forms of birth control i am to afra that they can become unreliable i am currently in a relationship which both him and i do not want any more children,how can i find a doctor to perform tubal ligation 
730,730,pancreatitis cancer my grandfather on my mothers i e died of pancreatic cancer and my mother also i am the only daughter but also have brothers is it more likely that i will have of chance of having this form of cancer that my brothers my mom was only when we lost her i am now and worry if i i more likely to suffer with this cancer than my brothers,what is the risk of developing pancreatic cancer and how is it inherited 
731,731,is hypermobility causal for did can hypermobility cause developmental coordination disorder any peer reviewed literature available exploring this issue,can hypermobility cause developmental coordination disorder 
732,732,i wanted details of arrhythmia and fibromyalgia iwanted details of arrhythmia and fibromyalgia as i am suffering from both of the ailments ince last yrs when i came across this mail about excellent medical site with link to all ailments and explanations i thought to find i read some more and maybe i could get an insight about my problems but i am told this i isn i available any more please can i get details about these two particular i,where can i find information about arrhythmia and fibromyalgia 
733,733,chromosomes i had a son born with a very small part of chromosome missing caused several surgeries and then death but i don i find any information even similar to his is there anywhere else i can look for any information on what would cause this piece to be missing,what could cause part of chromosome missing 
734,734,heightened sense of smell is there any information on heightened sensitivity to smells i have difficulty smelling fragrances and chemicals especially cleaning chemicals i sometimes have distorted smells or smells that aren i there it started over years ago with a weird smell in my nose for days,where can i find information about heighted or distorted sense of smell 
735,735,nevus mucinosis i i looking for any research treatment and or outcome for a dermatologist disease called quit nevus mucinosis quit i also want to know any medical doctors or scientists who have experience with this disorder,what are the treatments for nevus mucinosis and where can i find a specialist to treat it 
736,736,i am weeks pregnant and just found out my son has transposition of the great arteries will have to have surgery a few days after birth when reading your section on this it mentions may have other birth defects what would those be also i was wondering out of the surgery i listed how severe is this one in comparison to the others thanks for your time and i am anxiously waiting on your reply sincerely,what birth defects co occur with transposition of the great arteries and how dangerous is the surgery to corect it in a newborn 
737,737,backwith wieddeman syndrome i would like to request further knowledge on this specific disorder,where can i find information about beckwith wieddeman syndrome 
738,738,clinicaltrials gov question general information we are generations of a family with similar traits in the males in each of those generations my dad is still healthy sharp as always but always suffered from functional disabilities and the youngest is with very significant developmental delays my son his father i was diagnosed with add and central auditory processing disorder at yale but i am now sure he has fragile i facial features low iq math inability etc in my generation there is one male my half brother who also has add i o hyperactivity and intellectual deficits i know fragile i does not pass through father to son is there any other explanation we have not had genetic testing but think there might be some clinical benefit to researching our family genes for understanding of the links between these males generations what would be the best way to proceed is there anyone out there looking at familial longitudinal fragile i or other disorders that might be interested in our story,are there any researchers interested in testing a family with add and low iq for fragile x 
739,739,hi i hope you can help me with my query but if not maybe you can point me in the right direction i currently suffer from lower abdominal adhesions that were diagnosed and separated in january but have since returned to combat the pain i have begun an application to get a neurostimulation device inserted into my lower back however the main reason why i am ing you is for a second opinion on whether or not i will have difficulty or if i can pregnant would it be advisable to avo pregnancy please know that we have always talked about adoption so it is not the end of the world if i can i have my own i i also i was told that my adhesions were caused by an appendectomy appendix had not ruptured i had in but as it was all keyhole surgery i don i understand why please note that they also removed a small list from both the ovaries and bowel at the the same time i am prone to small ovarian costs that come and go on their own most of the time can you help with my questions many thanks for any information you have kind regards,can abdominal adhesions or a neurostimulation device affect pregnancy 
740,740,medlineplus service request if a person has been using morphine for years for pain relief and are exhibiting the flu like inability to think or communicate as a loving friend could you guess estimate for me how long the hell they re experiencing may last week year,are the long term effects of morphine reversible 
741,741,clinicaltrials gov question specific study i would like to see study of i chromosome syndrome what is the origin treatment,what causes the p chromosome syndrome and what are the treatments 
742,742,specify components coenzyme i my what are the components of this medicine is it useable for muslims,what are the ingredients of coenzyme q 
743,743,i am a male yrs old i have of and congestive heart failure is there a possibility that one is offsetting the other because i am having unexplained problems i know this is alot to ask but any information would be helpful thank you,does neurofibromatosis affect congestive heart failure 
744,744,shortness of breath in the mornings my wife has been having shortness of breath in the mornings mornings only she has what i think excessive heart rate as well again mornings only could this be anxiety attacks i don i think it would be a heart issue she certainly isn i overweight she is and pounds if she is having anxiety attack what is the best course of action she seems to feel better when she lies down and rests while either watching to or sleeps what is weird about it is it only happens in the mornings she has no history in her family for heart disease either what are your thoughts,what could cause shortness of breath in the mornings 
745,745,i need help with a rare disorder hello as i stated i need help with a rare disorder i have tested positive for lupus then negative i have tests positive for a blood clotting disorder then negative i have tested positive for brain vasculitis then brian vasculopathy i have tested positive for a brain infection then not i don i know what to think i need a special testing center,where can i receive comprehensive testing for difficult to diagnose symptoms 
746,746,i would like to thank you for the valuable information on the i am suffering from acute pain in my right knee for the last two years i had undergone several treatment in allopathy ayurvedic homeopathy act puncture physio therapy etc but the results have been slow i would be happy if you can suggest me some ea to get over the problem i am years old the orthopaedician i consulted advised me to go for an mri scan and he told me that i should undergo a surgery many people advised me against it cons ering my what is your advice,what are the risks of knee surgery in an older person 
747,747,thro panel prep do i need to prepare in any specific way for the thro panel do i need to fast i have been taking a very low dose of lithium nightly how long do i need to stay off of it before having the panel done,what preparations are required for a thyroid panel test 
748,748,congenital diaphragmatic hernia what are the causes of congenital diaphragmatic hernia can cousin marry cause this what kind of lung disease the baby might experience life long,what causes congenital diaphragmatic hernia and what lung complications could arise 
749,749,memory losses information about dealing with or medical care for beginning forgetfulness not been diagnosed i any disease,what are the treatments for forgetfulness 
750,750,do you have any info on korsocoff i syndrome brought on by long term alcoholism and bad diet what about treatment options,where can i find information on korsakoff syndrome and what are the treatments 
751,751,williams syndrome condition i need to send me more information about williams syndrome and some tips how to educate people with this disorder i hope having news from you soon thank you,where can i find information and educational materials on williams syndrome 
752,752,i know you probably get quite a few inquiries on this topic but i am wondering if i might be a good or not candy for the flavin as nutrients to prevent strokes heart attacks study i appreciate any information you may have thank you,what are the eligibility criteria for the flavonoid as nutrients to prevent strokes heart attacks study 
753,753,candle i disease is there any ev ence that trauma such as a physical injury i e neck injury torn ligament etc can worsen candle i disease,does trauma worsen mcardle disease 
754,754,looking for a good advice what should i do for decrease my hand i tremor i i affected by this illness for around year i,what are the treatments for hand tremor 
755,755,severe vaginal bleeding i ve been bleeding for almost long years i ve been to the doctor and he just put me on birth control saying it will balance itself out that i i i work we tried another birth control it i i i work either ever since this problem started i ve had terrible migraines i gained weight which i ve tried to exercise and diet off severe vaginal pain cramping heavy bleeding blood clots the size of my hand i ve probably gone through i of underwear and my life revolves around this issue my sex life is one i ed which sucks and i just want help what should i do i feel like i should have another doctor,what are the treatments for severe vaginal bleeding 
756,756,ingredients hi please help me to find ingredients for fluoxetine hel lieu i want to know is there any gelatin or animal product in there or not please send me any information or web link where i can find information thank you,what are the ingredients of liquid fluoxetine hcl 
757,757,myasthenia gravis hi i am a half years old unmarried female in i was diagnosed with my early it when my right eyes drooped a lot the special blood test enlarged thymus confirmed it i was on prescribed medication since then till months back when i discontinued the medicines assuming i am ok but the drooping has again started though thymus is no longer enlarged as per latest it scan so my doc has told me to continue the medicines lifelong i am ok with it but i dont want to pass on this disease to my i i plus tell me if there is any way by which i can ensure that my i i dont get this disease during pregnancy is it genetic or do the antibodies pass on from pregnant mother to the foetus is there any way out to save the baby from this disease plus tell,is myasthenia gravis inherited and can it be passed from mother to fetus 
758,758,dear sir i am newly married now from few days i am suffering erection problem plus suggest me thanks,what are the treatments for erectile dysfunction 
759,759,bile because reason vomit bile,what causes vomiting bile 
760,760,clinicaltrials gov question specific study i was told by my family doctor that i have total alopecia i feel it was related to a hair color that i used in but seems there are no studies about chemical exposure from the coloring to prove my point of total hair loss not sure about any study being done in this regard mine was not a painless hair loss i had burns to my scalp thanks for any information or help sincerely,could chemical burns cause total alopecia and what are the treatments for it 
761,761,inherited rickets mother has inherited rickets passing a child but not i child how likely would i child pass it on their child,what are the inheritance patterns for rickets 
762,762,blind technology hello i am a student doing a research project on blind technology i am wondering if you have any i of people who have research information on this topic because i want to find out their opinions on certain technologies also i would appreciate it if you could tell me ways to improve cure blindness for example information on stem cell surgery bionic eye gene therapy to cure blindness etc thankyou,how can i find someone doing research on technologies for the blind and what are the treatments for blindness 
763,763,what are the causes of rib i pain and and the remedy,what are the causes and treatments for rib cage pain 
764,764,test al mixed male lib o al i want to find out is it got any i e effect if i take both medicine as above together i i new user not so sure about both products if mixed together is it will harm my health please give me some advise and us about both medicine thank you,can testo xl and male libido xl be taken together 
765,765,medical articles i have been told that there are several medical case studies about loin pain hematuria syndrome aka less and neutronic i simplicity renal generation medical equipment and that these cases have been published by pulled however i am unable to locate them can you please recommend a way for me to locate and receive copies thank you,how do i find case studies in pubmed on loin pain hematuria syndrome and renal denervation 
766,766,i ney failure red it what foods do i eat and if i drink lots of water will that help is there a book that i can get to understand this disease,where can i find information on stage three kidney failure and what are the nutritional guidelines for it 
767,767,customer service request doing a genealogy search i have been ed by a person from the same ancestral line as myself we are descendants of the ancestral line and she told me that anderson tail syndrome runs through our line what does it look like i understand that it changes the face features this year old great grandma would like to know more about this many thanks,where can i find information on andersen tawil syndrome 
768,768,hello i would like more info about familial mediterean fever please as my husband suffers from this thanks,where can i find information on familial mediterranean fever 
769,769,growing pain in hip for over yrs for as long as i can remember i would get pain in my one hip and surrounding area at times feels like it is a sleep though i always would make sure it is not my underwear or pants pinching a nerve my doctor told me to just stretch my leg as it is nothing more than growing pains and will pass with time but yrs i still have this strange feeling is this something i should look into more and there are times where the pain is just incredible though i never take anything for it i just drink a glass of milk thinking the calcium can help my bones are there any suggestions i have no ea what to do and do not want to look into this more if not needed as i do not want to waste the doctor i time then think i am a wing nut,what are the treatments for hip pain 
770,770,passing on a genetic condition my son is affected with an autosomal recessive genetic condition senior token syndrome his brother is not affected what are the chances that my affected son i i i will have this disorder and how does my other son know if he is a carrier many thanks for responding i searched but could not find an answer to this i i find this autosomal recessive inheritance two unaffected people who each carry one copy of the mutated gene for an autosomal recessive disorder carriers have a percent chance with each pregnancy of having a child affected by the disorder the chance with each pregnancy of having an unaffected child who is a carrier of the disorder is percent and the chance that a child will not have the disorder and will not be a carrier is percent illustration,what are the inheritance patterns for senior loken syndrome 
771,771,i need help i have few questions and needed some help from you guys i have a really serious problem about me and the stress i have been through for a long time and i couldn i do anything to get i off what i i really in a bad feelings and i i really having and hard time searching and try to get i off my pimples i ve been have these probably every since when i was years old i do not know what kind or where i can find something that could help me something that could work because there i alot of products and i i not sure which kind could fit my skins to remove my pimples please help i i having a serious hard time having these its really embarrassing that i why i always wear long sleeve to cover it every single day i i really appreciate if you guys have tine to me and talk about another thing my question is how can i get i of my pimples on my upper arms and my back also i really don i know what kind pimples do i have on my skin please help me so i wouldn i be having so many stress about my skins,what are the treatments for pimples 
772,772,allopurinol and diuretics i am presently taking my allopurinol daily for the treatment of gout my feet swell how dangerous is it to take a diuretic,can a diuretic be taken with allopurinol 
773,773,kleinfelter syndrome i would like to learn more about my condition please send me any literature you feel i could use thanks,where can i find information on klinefelter syndrome 
774,774,she i am searching for sensorial hearing loss cure my daughter is one and half months now please help me,what are the treatments for sensorineural hearing loss 
775,775,femoral neuropathy i have a rare case of femoral neuropathy that my neurologist calls a medical mystery i desperately need help i was told i need a research specialist but have been unable to find help could you please help with resources to find a specialist,how can i find physician s who specialize in femoral neuropathy 
776,776,how to remove my mouth ulcer canker hello dear do i am an afghan student in the mouth ulcer problem is the worst problem in my lifetime even three or four times the ulcer grow up in the mouth during of a month even i can not eat or drink even though i take care of my mouth every day so i wish you to consult me about of removing of these ulcer forever thank you so much,what are the treatments for mouth ulcers 
777,777,literature on cardiac amyl sis please let me know where i can get literature on cardiac amyl sis my uncle died yesterday from this disorder since this is such a rare disorder and to honor his memory i would like to distribute literature at his funeral service i am a retired nih employee so i am familiar with the campus in case you have literature at nih that i can come and pick up thank you,where can i find information on cardiac amyloidosis 
778,778,we are planning to develop to cure any kind of paralysis and stroke research how you cure parkinson disease,what are the treatments for parkinson disease 
779,779,recovery after stroke what is the pattern of recovery after stroke,what is the prognosis and course of recovery after stroke 
780,780,latest information want to know latest development in lunch cancer treatment my friends wife suffering with this disease will be taking first dose of amita pemetrexed on thursday that is after four days pal add my e mail,what new treatments are available for lung cancer 
781,781,angela syndrome can a person with angela syndrome have children if so can the disorder be passed on to offspring,how is angelman syndrome inherited 
782,782,herd in reviewing some meds that treat herd i dont see much difference between prilosec medium ligament and maniac it is sa that prilosec and medium are proton pump inhibitors and maniac and kagame i blockers their definitions of action are the the same that they reduce the amount of stomach ac are their really any big differences in these medicines,what are the differences between gerd medications prilosec nexium tagament and zantac 
783,783,gastroesoph al reflux disease can herd be cured i am suffering from this disease for almost three years now i have gone to many hospitals but still can i be cured i have been given omeprazole capsules many times please help me,what are the treatments for gerd and can it be cured 
784,784,asthma question what is the consensus of medical doctors as to whether asthma can be cured and do you have an article discussing whether asthma can be cured,what are the treatments for asthma and can it be cured 
785,785,degenerative bone disk disease like to know more about degenerative bone disk disease i have had it for over yrs i i losing muscle in my legs at the point i can only walk about steps my his freeze up with pain pressure since i need a wheelchair need more information on this disease healthcare prov ers need sure don i need sure i i stuck in small town america o i i sold any info would be apple,where can i find information on degenerative disc disease including treatments 
786,786,what cures morgellons i have something crawling under my skin at night and in the morning i am in need of a cure please send me information about medicine to cure morgellons,what are the treatments for morgellons 
787,787,phenobarbital i have been taking this medication for many years i am years old and would like to know if there is any other medication to replace phenobarbital i am concerned that it could be toxic to me as i become older i also take dilantin as i have a seizure disorder due to a birth defect any info you could prov e would be appreciated,what are alternatives to phenobarbital 
788,788,clinicaltrials gov question general information i have hereditary cerebellar ataxia can i find a cure from your i e ply reply its my second mug,what are the treatments for hereditary cerebellar ataxia 
789,789,tracheomalacia my tracheomalacia is so i e spread with block surgery is not an option i wear o what is going to happen to me will it get worse until i die please someone just be honest with me,what is the prognosis for tracheomalacia 
790,790,what are the chemicals or meds in i cocaine what are the chemicals or meds in i cocaine,what are the ingredients of lidocaine 
791,791,stem cell therapy for muscular dystrophy i have read the midline abstracts of limb girdle muscular dystrophy please could you tell me how i a specialist to enquire further with this thank you,how can i find physician s who specialize in limb girdle muscular dystrophy 
792,792,glaber e my i just picked up a prescription for glaber e my tablets from tea pharmaceuticals and my pharmacy could not confirm that these tablets are gluten free do these pills contain gluten or are they manufactured on shared equipment for other gluten products any help in this matter would be greatly appreciated thank you for your time,what are the ingredients of glyburide and is it gluten free 
793,793,i am yr boy i have knock knees i want treatment please help me,what are the treatments for knock knee 
794,794,leg swelling my mother his leg swelling from last months i shown to good doctors all reports are ok but doctors ask mother to exercise raise your legs above your heart while lying down please i required more knowledge please help me,where can i find information on leg swelling and treatments 
795,795,inguinal hernia i am a year old man i have inguinal hernia do you offer any written pamphlets on these,where can i find information on inguinal hernia 
796,796,low platelet count hello i am facing low platelet count in my blood pit and am taking the therapy pill prednisone my morning mycotic pills morning pills night i want to ask my professor of medicine if removing the spleen will cause anything or if there any i e effects when removing it and what is the cause of this pit been in this months and my platelet count are i it reach the normal count is this therapy good and will it help i just need some answers please waiting to hear from you soon sincerely,what are the causes and best treatments for low platelet counts 
797,797,i would like to know what exactly causes the i i virus i was diagnosed with anti i i ok in i have had miscarry i since then the latest one this past april the i have seven live births with no problems dur ing my pregnancies please help me to understand i am looking forward to hearing from you thank you for your time,what iare anti kidd antibodies and how can they efeect pregnancy 
798,798,sciatica nerve pain treatment i am from my cousin elder father suffering from sciatic nerve pain since long and his family members have already spent all their saving funds towards his treatment at present they helpless and the patient is lying on bed nobody can help him to get recoup,what are the treatments for sciatica 
799,799, need help finding information about k ney nodules please help need help finding info on k ney nodule ,where can i find information on kidney cysts 
800,800,tmau please find a way to research tmau and how to cure it with gene therapy i m tired kg smelling like fish feces and getting talked about everyday of my life ,what is the latest research on tmau and treatments for it 
801,801, questions see in comment box on vistaril i have a few qs related to vistaril is vistaril a gluten free product if not is it because some of the raw materials in its ingredients that is gluten related if yes to q is it a certified gluten free product and what kind of certification it has for capsule form does it contain any kind of starch if it does what starch is it can you email to me a list of the ingredients in this drug thank you very much ,what are the ingredients of vistaril and is it gluten and starch free 
802,802,i understand that you cannot prov e opinions nor suggest any type of therpy my son dob was called back to the hospital four days after birth due to a abnormal pku which suggested adrenal hyperplasia after test the endocrine physians felt he d not have the condition several years later he began having severe headaches preceded by violent vomiting ep odes that lasted for hours when he was admitted to he was suffering from bleeding esphogal ulcers and severe dehydration and malnutrician his urine hr blood plasma vma showed increased values of catacholomines he also demostrated intermittent hypertension and tachcardia through out the day he had been diagnoised with adhd several years earlier his migb clearly showed bifocal uptake in both adrenal glands the mri d not show tumors at that time he has since been diagnoised with antral polys biosphy s taken were misplaced and the gastrologist would not redo the test aberrant right subclavian artery esphogas pushed to the s e low oxygen intake high levels of gastrin cyclic vomiting syndrome severe sinus attacks that come and go without infection present his symptons that i have not already include heat intolerence pallor poor appetite with little weight gain anxiety tremor of hands and stomach pain after his mri which i was told would take about mins took over hrs since then we have been having no luck with finding doctors that will take my son as a patient are you able to suggest a hospital that is knowlegable with pheochromocytomas my son s father is mia but during our yrs together he also suffered severe headaches and intermittent hypertension he never followed up with a physian any help would be appreciated i do not know what to do and i do not want my son to end up a statistic last night his bb was  with hr half hour later his bp was with hr of i fear he is going to go in shoc,how can i find physician s or hospital s who specialize in pheochromocytomas 
803,803, clinicaltrials gov question general information i do have relative smoker in past diagnose with copd i would like to see how can i find treatment years old not any other health problem he is on oxygen now please email me at  thank you,what are the treatments for copd 
804,804, clinicaltrials gov general complaint i am suffering from demylination sensorimotor neuropathy and need help i am willing to try anything cell  ,what are the treatments for demyelinating sensorimotor neuropathy 
805,805, k ney stone hello dr in a case of patient with k ney stone size of mm x mm what can i do pls i need your advice ,what are the treatments for kidney stones 
806,806, seeking help for a loved one hello i am seeking help for my partner he has meesmann corneal dystrophy he has had this condition since birth but was not diagnosed until he was he has had epithelial debr ing and laser keratectomy he has used many different drops and has also tried lenses each treatment has been unsuccessful and his symptoms are getting worse he has excruciating pain during flair ups as well as photosensitivity and compromised vision we have children and he can not work because of his condition any help or information you can give us is greatly appreciated thank you ,where can i find information on and treatments for meesmann corneal dystrophy 
807,807, hypothyro ism can you please send me as much information as possible on quot hypothyro ism quot i was recently diagnosed with the disease and i am struggling to figure out what it is and how i got it my and address is  thank you in advance for your help ,where can i find information on hypothyroidism and its causes 
808,808, life expectancy after double lung transplant operation hello my husband has cystic fibrosis and he had the double lung transplant operation years ago he is y old what is the life expectancy for people with cystic fibrosis after double lung transplant can he has another lung transplant in the future thank you ,what is the prognosis for cystic fibrosis after double lung transplant 
809,809, assisted suic e physician assisted suic e legal in any state what is someone is dying and they really want to die with dignity before the disease rav s their mind ,what states allow physician assisted suicide 
810,810, i have a fractured nose i need it fixed its been broke for years now,what are delayed treatments for nose fracture 
811,811, cure for hoe in lung i certainly would like to request for medical for hoe in the lung please help all the necessary information on how to cure this hoe in lung i have be try some medical here they are not help the situation please reply immediately with necessary information ,what are the treatments for water in the lung 
812,812, when do you know you should not take tecf era when do you know you should not take tecf era i took tecf era days day my legs and feet felt normal for the first time in years day my legs thighs feet hands arms and m dle became so swollen i can hardly walk move sit or sleep i got the flushing day foggy vision day and more ,what are the side effects of tecfidera and when to stop taking it 
813,813, clinicaltrials gov question general information i have a and a boys who have been diagnosed with the mecp gene mutation and yesterday my neurologist was also commenting on the possibility of ppm x i am very concerned that no one in this field can he me i have been seen durastic changes that have no changes like any of the other characteristics that have been reported i am desperate to keep them safe and comfortable for the rest of life and could realy use help  please help me with any information it would be appreciated more than you know ,where can i find information on mecp gene mutation and ppm x syndrome 
814,814,clinicaltrials gov suggestion i have ostonecrois i need a booklet on it who best doctor to help me i live i need to see a doctor for necrosis thank you,how can i find physician s who specialize in osteonecrosis 
815,815, amlodipine i am taking amlodipine and it has caused my pause rate to be very high is there a weaning process when you stop taking amlodipine and start atenolol i am taking mg of amlodipine and will be taking mg of atenolol ,how do i switch from amlodipine to atenolol 
816,816, janumet xr mg mg daily doctor prescribed for type diabetes w metformin mg times daily pharmacy refused to fill stating overdose of metformin who is right what is maximum daily dos of metformin pharmacy is a non public pharmacy for a major city employer plan prov ed for employees only ,what is the maximum dosage of metformin 
817,817, retina i wonder of new research and testing on macular degeneration and the opportunity to be part of this process i am years old and have macular degeneration i m blind right eye and very sad because my disease is getting worse in the left eye cordially ask them your attention,where can i find clinical trials for macular degeneration 
818,818, asthma i have been treated for breast cancer and had chemotherapy and readiation i am on many drugs but since stopping treatment i have now presented as having asthma i take letrozole to block any estrogen in my body as my tumor was estrogen positive what type of drugs impact asthma symptoms please advise,where can i find information on drug induced asthma 
819,819,wolff parkinson white slow heart rate your article is very illuminating but does not refer to the rarer slow rate wpw which my husband has where can i find this information ,where can i find information on wolff parkinson white syndrome with bradycardia 
820,820,  and time of thu jan  gmt application myncbi session ce de a a a s myncbi user host portal snapshot projects myncbi myncbiportal browser s user nt header mozilla compatible msie windows nt wow tr ent slcc net clr  net clr  net clr  media center pc infopath application p generation time  t  p recentactivity body we live in and my husband has been detected an insulinoma need further information on the matter as doctors have not seen one here greatly appreciate your reply happy new year to you all and many many tahanks for your help ,where can i find information on insulinoma 
821,821,pubic lice what are some treatments for pubic lice,what are the treatments for pubic lice 
822,822, treatment for nodular goiter hi i m suffering from nodular goiter the size of enlarged thyro gland is visible but not like a big one i need treatment for this some doctors have suggested surgery which i don t want to go through what are the other treatment options also let me know the place where i can visit to consult thanks ,what are the non surgical treatments for nodular goiter and where can i find a specialist to treat it 
823,823, greetings iam from i would like to know some of the medications to treat coronary artery block i will be grateful if you could let me know best regards  ,what are the drug treatments for coronary artery blockage 
824,824, shingles i am recovering from shingles i am on antiviral medication this is my second week with shingles i have not experience any draining with my sores which are currently on the right s e of my face close to my right eyebrow my question is this my husband is having surgery tomorrow can i go to the hospital with my husband ,when is shingles contagious 
825,825,citrobactor freundii does ciprofaxin work well is there a better drug if so what ,what are the treatments for citrobacter freundii infection 
826,826, ks hi doctor my is m from its almost a yrs i m not getting pregnant i have done few tests of my husband the sperm count is nil and i have done molecular biology karyotyping test and its a klinefelter syndrome is dere any chance of getting pregnant is dere any treatment for this please kindly help me if u need more details i would send u d reports sir pls help me ,what are the treatments for low sperm count caused by klinefelter syndrome 
827,827,erection problems how to get r of erections ,what are the treatments for erection problems 
828,828, cure for pneumonia dear dr please i have a friend that has the above illness i want to find out since i want to marry her is it an infectious illness and can it be totally cured and how can i help her to get this cured please i really need your reply urgently,what are the treatments for pneumonia 
829,829, decubitus ulcers to whom this may concern my is i am a year student at  i am doing a called research project it is a compulsory my question is what are the biological causations of decubitus ulcers i am writing to you as i am in need of primary information from medical als i am requesting that you complete a survey if you are willing to participate please email me on so i will be able to give you the survey and a letter detailing what it is for thank you for spending your time reading this email and i look forward to hearing from you yours sincerely   year student at ,what causes decubitus ulcers 
